InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,IsCancellation
559144,23122,PARTY CHARMS 50 PIECES,12,2011-07-06 14:17:00,0.83,12921,United Kingdom,False
565758,21670,BLUE SPOT CERAMIC DRAWER KNOB,6,2011-09-06 13:29:00,1.45,16928,United Kingdom,False
546376,22770,MIRROR CORNICE,1,2011-03-11 12:11:00,14.95,13842,United Kingdom,False
577742,22752,SET 7 BABUSHKA NESTING BOXES,1,2011-11-21 13:41:00,8.5,13755,United Kingdom,False
538566,84836,ZINC METAL HEART DECORATION,1,2010-12-13 11:21:00,2.51,,United Kingdom,False
562980,21929,JUMBO BAG PINK VINTAGE PAISLEY,10,2011-08-11 11:44:00,2.08,17686,United Kingdom,False
538371,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,2010-12-12 11:07:00,4.25,15570,United Kingdom,False
542887,22328,ROUND SNACK BOXES SET OF 4 FRUITS,6,2011-02-01 13:10:00,2.95,12373,Austria,False
580660,22112,CHOCOLATE HOT WATER BOTTLE,6,2011-12-05 13:49:00,4.95,16592,United Kingdom,False
547967,22808,SET OF 6 T-LIGHTS EASTER CHICKS,1,2011-03-28 15:49:00,5.79,,United Kingdom,False
537202,22587,FELTCRAFT HAIRBAND RED AND BLUE,1,2010-12-05 14:25:00,0.85,14506,United Kingdom,False
547510,22721,SET OF 3 CAKE TINS SKETCHBOOK,3,2011-03-23 13:42:00,4.95,15245,United Kingdom,False
562219,22979,PANTRY WASHING UP BRUSH,12,2011-08-03 14:14:00,1.45,15089,United Kingdom,False
567981,21239,PINK  POLKADOT CUP,4,2011-09-23 11:22:00,1.63,,United Kingdom,False
580119,23344,JUMBO BAG 50'S CHRISTMAS,2,2011-12-01 16:37:00,2.08,17920,United Kingdom,False
554080,22999,TRAVEL CARD WALLET RETRO PETALS,3,2011-05-22 11:42:00,0.42,16931,United Kingdom,False
561894,22035,VINTAGE CARAVAN GREETING CARD,12,2011-07-31 15:00:00,0.42,14456,United Kingdom,False
566599,21675,BUTTERFLIES STICKERS,6,2011-09-13 15:37:00,0.85,15998,United Kingdom,False
559693,22745,POPPY'S PLAYHOUSE BEDROOM,1,2011-07-11 16:21:00,4.13,,United Kingdom,False
556246,20979,36 PENCILS TUBE RED RETROSPOT,1,2011-06-09 16:16:00,1.25,16113,United Kingdom,False
C562709,82484,WOOD BLACK BOARD ANT WHITE FINISH,-1,2011-08-08 14:32:00,6.75,17511,United Kingdom,True
550522,22138,BAKING SET 9 PIECE RETROSPOT,3,2011-04-19 10:04:00,4.95,12947,United Kingdom,False
576644,85049a,TRADITIONAL CHRISTMAS RIBBONS,8,2011-11-16 10:01:00,3.29,,United Kingdom,False
551849,21166,COOK WITH WINE METAL SIGN,12,2011-05-04 14:33:00,2.08,16258,United Kingdom,False
563638,22549,PICTURE DOMINOES,1,2011-08-18 10:36:00,1.45,15311,United Kingdom,False
549295,90184B,AMETHYST CHUNKY BEAD BRACELET W STR,1,2011-04-07 19:49:00,9.15,,United Kingdom,False
C561886,85061W,WHITE JEWELLED HEART DECORATION,-5,2011-07-31 13:20:00,0.85,15532,United Kingdom,True
558814,22098,BOUDOIR SQUARE TISSUE BOX,3,2011-07-04 11:47:00,0.39,14049,United Kingdom,False
565238,23202,JUMBO BAG VINTAGE LEAF,10,2011-09-02 09:48:00,2.08,16945,United Kingdom,False
559011,21932,SCANDINAVIAN PAISLEY PICNIC BAG,10,2011-07-05 12:50:00,1.65,17049,United Kingdom,False
559143,22517,CHILDS GARDEN RAKE PINK,1,2011-07-06 14:04:00,2.1,15581,United Kingdom,False
574700,22187,GREEN CHRISTMAS TREE CARD HOLDER,3,2011-11-06 13:53:00,1.95,16033,United Kingdom,False
567818,21485,RETROSPOT HEART HOT WATER BOTTLE,3,2011-09-22 12:41:00,4.95,14395,United Kingdom,False
577071,22326,ROUND SNACK BOXES SET OF4 WOODLAND,5,2011-11-17 14:56:00,2.95,13969,United Kingdom,False
567803,23093,SMALL PARISIENNE HEART PHOTO FRAME,144,2011-09-22 12:11:00,1.64,18102,United Kingdom,False
574062,84997D,CHILDRENS CUTLERY POLKADOT PINK,8,2011-11-02 14:30:00,4.15,17675,United Kingdom,False
575090,85054,FRENCH ENAMEL POT W LID,4,2011-11-08 14:04:00,2.95,17515,United Kingdom,False
545895,23053,RECYCLED ACAPULCO MAT PINK,1,2011-03-07 17:14:00,16.63,,United Kingdom,False
C552552,48129,DOORMAT TOPIARY,-10,2011-05-10 10:51:00,6.75,16525,United Kingdom,True
576650,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,6,2011-11-16 10:34:00,2.1,14286,United Kingdom,False
557628,82600,NO SINGING METAL SIGN,2,2011-06-21 14:31:00,2.1,15311,United Kingdom,False
545317,21174,POTTERING IN THE SHED METAL SIGN,1,2011-03-01 14:14:00,4.13,,United Kingdom,False
551468,20712,JUMBO BAG WOODLAND ANIMALS,3,2011-04-28 16:21:00,2.08,,United Kingdom,False
559068,23207,LUNCH BAG ALPHABET DESIGN,1,2011-07-06 10:41:00,1.65,17841,United Kingdom,False
551727,22759,SET OF 3 NOTEBOOKS IN PARCEL,24,2011-05-04 08:40:00,1.65,14245,United Kingdom,False
567161,22960,JAM MAKING SET WITH JARS,24,2011-09-18 10:46:00,3.75,15947,United Kingdom,False
546791,21790,VINTAGE SNAP CARDS,12,2011-03-17 10:38:00,0.85,17716,United Kingdom,False
550988,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-04-21 18:10:00,1.65,14231,United Kingdom,False
574619,22470,HEART OF WICKER LARGE,5,2011-11-06 11:18:00,2.95,15952,United Kingdom,False
578827,22547,MINI JIGSAW DINOSAUR,2,2011-11-25 14:25:00,0.83,,United Kingdom,False
548893,85132A,CHARLIE + LOLA BISCUITS TINS,1,2011-04-04 15:54:00,5.79,,United Kingdom,False
540848,22247,BUNNY DECORATION MAGIC GARDEN,7,2011-01-12 09:26:00,0.81,,United Kingdom,False
558774,22662,LUNCH BAG DOLLY GIRL DESIGN,1,2011-07-04 10:17:00,4.13,,United Kingdom,False
545025,21931,JUMBO STORAGE BAG SUKI,2,2011-02-25 14:40:00,4.13,,United Kingdom,False
536592,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,1,2010-12-01 17:06:00,2.51,,United Kingdom,False
575682,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,2011-11-10 15:37:00,2.95,12826,United Kingdom,False
555854,22364,GLASS JAR DIGESTIVE BISCUITS,1,2011-06-07 13:47:00,2.95,12748,United Kingdom,False
580111,23204,CHARLOTTE BAG APPLES DESIGN,20,2011-12-01 15:55:00,0.85,12950,United Kingdom,False
546394,22499,WOODEN UNION JACK BUNTING,3,2011-03-11 14:26:00,5.95,17164,United Kingdom,False
556812,23275,SET OF 3 HANGING OWLS OLLIE BEAK,1,2011-06-14 17:25:00,2.46,,United Kingdom,False
542087,22423,REGENCY CAKESTAND 3 TIER,3,2011-01-25 12:35:00,12.75,14849,United Kingdom,False
551573,22726,,-5,2011-05-03 11:15:00,0.0,,United Kingdom,False
544161,22356,CHARLOTTE BAG PINK POLKADOT,10,2011-02-16 12:59:00,0.85,16875,United Kingdom,False
571685,22720,SET OF 3 CAKE TINS PANTRY DESIGN,12,2011-10-18 14:15:00,4.95,12863,United Kingdom,False
556728,82494L,WOODEN FRAME ANTIQUE WHITE,2,2011-06-14 11:36:00,2.95,15719,United Kingdom,False
541850,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-01-23 13:58:00,2.55,14224,United Kingdom,False
560225,23020,GLASS  SONGBIRD STORAGE JAR,1,2011-07-15 16:27:00,24.96,,United Kingdom,False
577058,22438,BALLOON ART MAKE YOUR OWN FLOWERS,1,2011-11-17 14:29:00,1.95,18122,United Kingdom,False
581492,22227,HANGING HEART MIRROR DECORATION,1,2011-12-09 10:03:00,1.25,,United Kingdom,False
571465,22736,RIBBON REEL MAKING SNOWMEN,5,2011-10-17 14:29:00,1.65,14830,United Kingdom,False
569222,21034,REX CASH+CARRY JUMBO SHOPPER,2,2011-10-02 13:46:00,0.95,15906,United Kingdom,False
571716,22085,PAPER CHAIN KIT SKULLS,1,2011-10-18 17:05:00,5.79,,United Kingdom,False
558437,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,2,2011-06-29 12:46:00,2.55,17799,United Kingdom,False
581219,23326,HANGING MINI COLOURED BOTTLES,1,2011-12-08 09:28:00,8.29,,United Kingdom,False
542344,85032D,YULETIDE IMAGES GIFT WRAP SET,1,2011-01-27 11:30:00,1.63,,United Kingdom,False
579001,23368,SET 12 COLOUR PENCILS DOLLY GIRL,2,2011-11-27 16:19:00,0.65,15555,United Kingdom,False
566164,84997b,CHILDRENS CUTLERY RETROSPOT RED,4,2011-09-09 11:56:00,8.29,,United Kingdom,False
570186,22077,6 RIBBONS RUSTIC CHARM,12,2011-10-07 15:01:00,1.95,17509,United Kingdom,False
566163,20979,36 PENCILS TUBE RED RETROSPOT,16,2011-09-09 11:48:00,1.25,12637,France,False
560729,23007,SPACEBOY BABY GIFT SET,1,2011-07-20 14:39:00,16.95,17511,United Kingdom,False
560086,35653,VINTAGE BEAD NOTEBOOK,6,2011-07-14 16:35:00,2.95,15839,United Kingdom,False
552695,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-05-10 15:31:00,2.1,16320,Unspecified,False
542625,21169,YOU'RE CONFUSING ME METAL SIGN,1,2011-01-31 09:50:00,4.13,,United Kingdom,False
555845,23061,VINTAGE EMBOSSED HEART,6,2011-06-07 13:19:00,1.25,17015,United Kingdom,False
579461,22945,CHRISTMAS METAL TAGS ASSORTED,24,2011-11-29 14:42:00,0.85,15615,United Kingdom,False
536539,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-01 14:03:00,7.95,15165,United Kingdom,False
547871,22077,6 RIBBONS RUSTIC CHARM,7,2011-03-27 14:28:00,1.65,16931,United Kingdom,False
552681,21714,CITRONELLA CANDLE GARDEN POT,1,2011-05-10 15:08:00,2.46,,United Kingdom,False
569650,23236,STORAGE TIN VINTAGE DOILY,48,2011-10-05 12:44:00,2.49,12415,Australia,False
542625,21100,CHARLIE AND LOLA CHARLOTTE BAG,2,2011-01-31 09:50:00,4.13,,United Kingdom,False
560381,21843,RED RETROSPOT CAKE STAND,3,2011-07-18 12:42:00,10.95,14733,United Kingdom,False
545220,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,2011-03-01 08:30:00,0.85,14620,United Kingdom,False
539453,22174,PHOTO CUBE,4,2010-12-17 17:08:00,3.36,,United Kingdom,False
577173,23202,JUMBO BAG VINTAGE LEAF,20,2011-11-18 10:57:00,2.08,14849,United Kingdom,False
541695,20998,ROSE DU SUD OVEN GLOVE,1,2011-01-20 18:01:00,3.29,,United Kingdom,False
572662,23194,GYMKHANA TREASURE BOOK BOX,1,2011-10-25 12:54:00,2.25,15443,United Kingdom,False
566213,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-09-09 15:09:00,1.45,14895,United Kingdom,False
539957,22640,SET OF 4 NAPKIN CHARMS 3 KEYS,6,2010-12-23 12:58:00,2.55,12585,Germany,False
539484,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-12-19 15:44:00,0.95,15640,United Kingdom,False
575838,23570,TRADITIONAL PICK UP STICKS GAME,12,2011-11-11 11:38:00,1.25,13999,United Kingdom,False
559525,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-10 10:30:00,2.95,16923,United Kingdom,False
568101,22950,36 DOILIES VINTAGE CHRISTMAS,24,2011-09-23 15:21:00,1.45,15978,United Kingdom,False
571215,22947,WOODEN ADVENT CALENDAR RED,6,2011-10-14 12:57:00,16.95,13810,Germany,False
540355,84031B,CHARLIE LOLA BLUE HOT WATER BOTTLE,1,2011-01-06 15:11:00,9.32,,United Kingdom,False
557636,23091,ZINC HERB GARDEN CONTAINER,1,2011-06-21 15:41:00,6.25,17841,United Kingdom,False
541878,21931,JUMBO STORAGE BAG SUKI,2,2011-01-24 10:28:00,4.13,,United Kingdom,False
567165,23166,MEDIUM CERAMIC TOP STORAGE JAR,2,2011-09-18 11:58:00,1.25,17841,United Kingdom,False
575986,21563,RED HEART SHAPE LOVE BUCKET,6,2011-11-13 14:11:00,2.95,13018,United Kingdom,False
578029,23283,DOORMAT VINTAGE LEAF,10,2011-11-22 13:33:00,7.08,16985,United Kingdom,False
555277,85131D,BEADED CRYSTAL HEART PINK ON STICK,1,2011-06-01 17:30:00,0.83,,United Kingdom,False
566489,85066,CREAM SWEETHEART MINI CHEST,2,2011-09-13 10:17:00,12.75,16814,United Kingdom,False
569741,84992,72 SWEETHEART FAIRY CAKE CASES,24,2011-10-06 10:52:00,0.55,14626,United Kingdom,False
553732,23172,REGENCY TEA PLATE PINK,12,2011-05-19 08:27:00,1.65,12481,Germany,False
563742,22634,CHILDS BREAKFAST SET SPACEBOY,32,2011-08-19 08:57:00,8.5,17929,United Kingdom,False
581237,23229,VINTAGE DONKEY TAIL GAME,3,2011-12-08 10:40:00,3.75,15443,United Kingdom,False
538945,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,10,2010-12-15 11:22:00,3.75,17230,United Kingdom,False
575176,22810,SET OF 6 T-LIGHTS SNOWMEN,3,2011-11-08 18:29:00,5.79,,United Kingdom,False
578108,22197,POPCORN HOLDER,100,2011-11-23 09:20:00,0.72,14912,Italy,False
543802,21906,PHARMACIE FIRST AID TIN,1,2011-02-13 12:03:00,6.75,13742,United Kingdom,False
574662,22417,PACK OF 60 SPACEBOY CAKE CASES,24,2011-11-06 12:01:00,0.55,16676,United Kingdom,False
579187,21934,SKULL SHOULDER BAG,12,2011-11-28 15:31:00,1.63,,United Kingdom,False
560991,21829,DINOSAUR KEYRINGS ASSORTED,36,2011-07-22 13:29:00,0.21,12438,Norway,False
570652,22535,MAGIC DRAWING SLATE BUNNIES,24,2011-10-11 13:45:00,0.42,17863,United Kingdom,False
556419,22669,RED BABY BUNTING,5,2011-06-10 12:30:00,2.95,15411,United Kingdom,False
559055,22300,COFFEE MUG DOG + BALL DESIGN,1,2011-07-05 17:09:00,4.96,,United Kingdom,False
552825,22460,EMBOSSED GLASS TEALIGHT HOLDER,12,2011-05-11 13:18:00,1.25,15296,United Kingdom,False
581495,23439,HAND WARMER RED LOVE HEART,36,2011-12-09 10:20:00,2.1,14051,United Kingdom,False
560996,85204,HANGING WOOD AND FELT FLOWER,10,2011-07-22 13:53:00,0.12,17625,United Kingdom,False
537262,48111,DOORMAT 3 SMILEY CATS,1,2010-12-06 11:26:00,7.95,15039,United Kingdom,False
553347,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-05-16 12:59:00,0.55,14755,United Kingdom,False
545819,82600,NO SINGING METAL SIGN,2,2011-03-07 12:31:00,2.1,16356,United Kingdom,False
547068,22629,SPACEBOY LUNCH BOX,12,2011-03-20 13:48:00,1.95,13985,United Kingdom,False
573139,23328,SET 6 SCHOOL MILK BOTTLES IN CRATE,2,2011-10-27 17:29:00,3.75,14716,United Kingdom,False
580500,23461,SWEETHEART BIRD HOUSE,2,2011-12-04 12:52:00,4.15,17131,United Kingdom,False
539708,22572,ROCKING HORSE GREEN CHRISTMAS,1,2010-12-21 12:18:00,1.66,,United Kingdom,False
542617,22149,FELTCRAFT 6 FLOWER FRIENDS,2,2011-01-30 15:48:00,2.1,17463,United Kingdom,False
541827,21028,NINJA RABBIT BLACK,11,2011-01-21 17:05:00,0.83,,United Kingdom,False
564087,22139,RETROSPOT TEA SET CERAMIC 11 PC,24,2011-08-23 09:38:00,4.25,,Hong Kong,False
556067,22631,CIRCUS PARADE LUNCH BOX,1,2011-06-08 14:35:00,1.95,12748,United Kingdom,False
541681,22286,"DECORATION , WOBBLY RABBIT , METAL",12,2011-01-20 14:24:00,1.65,13008,United Kingdom,False
579167,22426,ENAMEL WASH BOWL CREAM,1,2011-11-28 14:06:00,3.75,16800,United Kingdom,False
581217,22805,BLUE DRAWER KNOB ACRYLIC EDWARDIAN,11,2011-12-08 09:20:00,2.46,,United Kingdom,False
553767,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-05-19 10:46:00,3.29,,United Kingdom,False
569222,21166,COOK WITH WINE METAL SIGN,2,2011-10-02 13:46:00,2.08,15906,United Kingdom,False
539475,22757,LARGE RED BABUSHKA NOTEBOOK,1,2010-12-19 14:41:00,1.25,16686,United Kingdom,False
557747,22980,PANTRY SCRUBBING BRUSH,12,2011-06-22 12:25:00,1.65,13611,United Kingdom,False
569695,85183B,CHARLIE & LOLA WASTEPAPER BIN FLORA,12,2011-10-05 15:35:00,1.25,16843,United Kingdom,False
552306,21703,BAG 125G SWIRLY MARBLES,12,2011-05-08 15:20:00,0.42,13911,United Kingdom,False
546317,84249A,"GREETING CARD,SQUARE, DOUGHNUTS",12,2011-03-11 09:07:00,0.42,14913,United Kingdom,False
547248,23052,RECYCLED ACAPULCO MAT TURQUOISE,1,2011-03-22 09:23:00,16.63,,United Kingdom,False
570228,23407,SET OF 2 TRAYS HOME SWEET HOME,1,2011-10-09 13:28:00,9.95,15821,United Kingdom,False
544074,22113,GREY HEART HOT WATER BOTTLE,2,2011-02-15 14:49:00,3.75,14156,EIRE,False
543828,21210,SET OF 72 RETROSPOT PAPER  DOILIES,12,2011-02-14 09:45:00,1.45,14156,EIRE,False
579286,22207,FRYING PAN UNION FLAG,1,2011-11-29 10:57:00,4.25,17772,United Kingdom,False
565443,15044C,PURPLE PAPER PARASOL,6,2011-09-04 14:22:00,2.95,12567,France,False
549555,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,1,2011-04-10 12:52:00,2.55,13606,United Kingdom,False
552364,23205,CHARLOTTE BAG VINTAGE ALPHABET,10,2011-05-09 12:25:00,0.85,13004,United Kingdom,False
548710,22902,TOTE BAG I LOVE LONDON,12,2011-04-03 13:24:00,2.1,16678,United Kingdom,False
563427,22560,TRADITIONAL MODELLING CLAY,3,2011-08-16 11:40:00,1.25,16470,United Kingdom,False
554092,23162,REGENCY TEA STRAINER,4,2011-05-22 12:41:00,3.75,17176,United Kingdom,False
558926,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,2011-07-05 10:21:00,2.95,17469,United Kingdom,False
543451,21494,ROTATING LEAVES T-LIGHT HOLDER,1,2011-02-08 12:13:00,5.79,,United Kingdom,False
563195,21400,RED PUDDING SPOON,2,2011-08-12 16:36:00,0.42,,United Kingdom,False
569211,23333,IVORY WICKER HEART MEDIUM,20,2011-10-02 12:04:00,1.25,15774,United Kingdom,False
574063,22232,JIGSAW TOADSTOOLS 3 PIECE,1,2011-11-02 14:31:00,0.59,13271,United Kingdom,False
578844,23535,WALL ART BICYCLE SAFETY,7,2011-11-25 16:14:00,12.46,,United Kingdom,False
552652,85131A,BEADED PEARL HEART WHITE ON STICK,40,2011-05-10 14:09:00,1.25,14591,United Kingdom,False
554694,21867,PINK UNION JACK  LUGGAGE TAG,1,2011-05-25 17:06:00,2.46,,United Kingdom,False
578344,22580,ADVENT CALENDAR GINGHAM SACK,14,2011-11-24 09:21:00,4.13,,United Kingdom,False
565320,22384,LUNCH BAG PINK POLKADOT,10,2011-09-02 13:10:00,1.65,16745,United Kingdom,False
570408,22098,BOUDOIR SQUARE TISSUE BOX,360,2011-10-10 12:59:00,0.39,13685,United Kingdom,False
548714,22406,MONEY BOX KINGS CHOICE DESIGN,1,2011-04-03 15:07:00,1.25,17337,United Kingdom,False
539453,22321,BIRD DECORATION RED RETROSPOT,1,2010-12-17 17:08:00,1.66,,United Kingdom,False
560772,21707,FOLDING UMBRELLA BLACKBLUE POLKADOT,1,2011-07-20 16:12:00,3.29,,United Kingdom,False
560772,21617,4 LILY  BOTANICAL DINNER CANDLES,3,2011-07-20 16:12:00,2.46,,United Kingdom,False
547399,21916,SET 12 RETRO WHITE CHALK STICKS,1,2011-03-22 16:55:00,0.79,,United Kingdom,False
578347,21810,CHRISTMAS HANGING STAR WITH BELL,1,2011-11-24 09:26:00,0.83,,United Kingdom,False
569202,23289,DOLLY GIRL CHILDRENS BOWL,1,2011-09-30 17:22:00,2.46,,United Kingdom,False
560773,21578,WOODLAND DESIGN  COTTON TOTE BAG,3,2011-07-20 16:17:00,1.63,,United Kingdom,False
546440,22358,KINGS CHOICE TEA CADDY,6,2011-03-14 10:31:00,2.95,16871,United Kingdom,False
581492,22129,PARTY CONES CANDY DECORATION,3,2011-12-09 10:03:00,2.46,,United Kingdom,False
553385,23161,REGENCY CAKE FORK,12,2011-05-16 15:53:00,1.25,16710,United Kingdom,False
537400,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2010-12-06 14:36:00,3.25,17191,United Kingdom,False
575689,23343,JUMBO BAG VINTAGE CHRISTMAS,10,2011-11-10 16:16:00,2.08,14829,United Kingdom,False
547552,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-03-23 15:55:00,16.63,,United Kingdom,False
560290,35004B,SET OF 3 BLACK FLYING DUCKS,1,2011-07-18 10:17:00,12.46,,United Kingdom,False
540493,85199S,SMALL HANGING IVORY/RED WOOD BIRD,24,2011-01-07 16:34:00,0.42,14867,United Kingdom,False
575491,72122,COFFEE SCENT PILLAR CANDLE,3,2011-11-09 17:47:00,0.95,15531,United Kingdom,False
560298,20712,JUMBO BAG WOODLAND ANIMALS,2,2011-07-18 10:26:00,4.13,,United Kingdom,False
567280,23144,ZINC T-LIGHT HOLDER STARS SMALL,144,2011-09-19 11:46:00,0.72,14646,Netherlands,False
576070,22348,TEA BAG PLATE RED RETROSPOT,6,2011-11-13 15:58:00,0.85,13451,United Kingdom,False
576508,22158,3 HEARTS HANGING DECORATION RUSTIC,4,2011-11-15 12:02:00,2.95,17777,United Kingdom,False
572380,22158,3 HEARTS HANGING DECORATION RUSTIC,8,2011-10-24 11:51:00,2.95,16019,United Kingdom,False
574560,21264,WHITE GOOSE FEATHER TREE 60CM,12,2011-11-04 15:51:00,1.95,17703,United Kingdom,False
568614,22730,ALARM CLOCK BAKELIKE IVORY,4,2011-09-28 11:26:00,3.75,13515,United Kingdom,False
565921,23401,RUSTIC MIRROR WITH LACE HEART,4,2011-09-08 09:13:00,6.25,13889,United Kingdom,False
555592,22326,ROUND SNACK BOXES SET OF4 WOODLAND,6,2011-06-06 10:04:00,2.95,14215,United Kingdom,False
C564949,22103,MIRROR MOSAIC T-LIGHT HOLDER ROUND,-12,2011-08-31 13:31:00,1.32,17706,United Kingdom,True
544598,22156,HEART DECORATION WITH PEARLS,2,2011-02-21 18:10:00,1.63,,United Kingdom,False
558885,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-07-04 15:10:00,0.65,13267,United Kingdom,False
551270,22557,PLASTERS IN TIN VINTAGE PAISLEY,1,2011-04-27 12:35:00,1.65,15891,United Kingdom,False
576329,22633,HAND WARMER UNION JACK,1,2011-11-14 15:22:00,4.13,,United Kingdom,False
C558106,21669,BLUE STRIPE CERAMIC DRAWER KNOB,-1,2011-06-26 14:59:00,1.25,13668,United Kingdom,True
560734,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,360,2011-07-20 14:58:00,2.75,15298,United Kingdom,False
575490,22841,ROUND CAKE TIN VINTAGE GREEN,2,2011-11-09 17:44:00,7.95,15031,United Kingdom,False
580633,84032B,CHARLIE + LOLA RED HOT WATER BOTTLE,3,2011-12-05 12:28:00,0.79,17579,United Kingdom,False
537042,15056N,EDWARDIAN PARASOL NATURAL,1,2010-12-05 10:45:00,5.95,13838,United Kingdom,False
572088,23295,SET OF 12 MINI LOAF BAKING CASES,2,2011-10-20 14:33:00,0.83,14585,United Kingdom,False
580729,21222,SET/4 BADGES BEETLES,2,2011-12-05 17:24:00,2.46,,United Kingdom,False
556685,23162,REGENCY TEA STRAINER,4,2011-06-14 10:00:00,3.75,14503,United Kingdom,False
559338,22982,PANTRY PASTRY BRUSH,1,2011-07-07 16:30:00,2.46,,United Kingdom,False
574700,21705,BAG 500G SWIRLY MARBLES,2,2011-11-06 13:53:00,1.65,16033,United Kingdom,False
539478,84949,SILVER HANGING T-LIGHT HOLDER,12,2010-12-19 15:07:00,1.65,17343,United Kingdom,False
579407,21791,VINTAGE HEADS AND TAILS CARD GAME,12,2011-11-29 12:32:00,1.25,13657,United Kingdom,False
555400,22894,TABLECLOTH RED APPLES DESIGN,7,2011-06-02 17:50:00,8.15,14088,United Kingdom,False
549832,21497,FANCY FONTS BIRTHDAY WRAP,25,2011-04-12 13:10:00,0.42,17278,United Kingdom,False
578488,22571,ROCKING HORSE RED CHRISTMAS,5,2011-11-24 12:53:00,0.85,12784,Portugal,False
536801,22549,PICTURE DOMINOES,12,2010-12-02 16:12:00,1.45,,United Kingdom,False
570872,23435,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,1,2011-10-12 16:40:00,0.83,,United Kingdom,False
578022,22423,REGENCY CAKESTAND 3 TIER,1,2011-11-22 13:25:00,12.75,17371,United Kingdom,False
580730,23542,WALL ART 70'S ALPHABET,1,2011-12-05 17:28:00,16.63,,United Kingdom,False
540464,84406B,CREAM CUPID HEARTS COAT HANGER,8,2011-01-07 13:17:00,2.75,14298,United Kingdom,False
541104,22670,FRENCH WC SIGN BLUE METAL,2,2011-01-13 14:29:00,2.46,,United Kingdom,False
547708,22458,CAST IRON HOOK GARDEN FORK,324,2011-03-24 18:34:00,2.69,17450,United Kingdom,False
578513,22423,REGENCY CAKESTAND 3 TIER,3,2011-11-24 13:32:00,12.75,16609,United Kingdom,False
568070,23088,ZINC HEART FLOWER T-LIGHT HOLDER,16,2011-09-23 14:17:00,1.25,16128,United Kingdom,False
555798,47566B,TEA TIME PARTY BUNTING,25,2011-06-07 11:32:00,3.75,16422,United Kingdom,False
578375,23089,GLASS BON BON JAR,72,2011-11-24 11:41:00,1.65,16157,United Kingdom,False
546991,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,6,2011-03-18 13:08:00,1.25,12748,United Kingdom,False
569008,20973,12 PENCIL SMALL TUBE WOODLAND,24,2011-09-29 18:53:00,0.65,15114,United Kingdom,False
541265,22508,DOORSTOP RETROSPOT HEART,1,2011-01-16 16:23:00,3.75,17609,United Kingdom,False
559884,21641,ASSORTED TUTTI FRUTTI KEYRING BALL,24,2011-07-13 11:34:00,0.29,16843,United Kingdom,False
554008,23208,LUNCH BAG VINTAGE LEAF DESIGN,10,2011-05-20 12:31:00,1.65,17455,United Kingdom,False
549295,84510C,SET OF 4 POLKADOT COASTERS,1,2011-04-07 19:49:00,2.46,,United Kingdom,False
553852,22467,GUMBALL COAT RACK,6,2011-05-19 13:05:00,2.55,15599,United Kingdom,False
546008,15058B,PINK POLKADOT GARDEN PARASOL,1,2011-03-08 15:43:00,24.96,,United Kingdom,False
574304,20726,LUNCH BAG WOODLAND,1,2011-11-03 16:30:00,1.65,14428,United Kingdom,False
556576,84970L,SINGLE HEART ZINC T-LIGHT HOLDER,5,2011-06-13 13:55:00,0.95,14606,United Kingdom,False
550003,22595,GINGHAM HEART DECORATION,12,2011-04-14 09:43:00,0.85,14428,United Kingdom,False
554124,22423,REGENCY CAKESTAND 3 TIER,1,2011-05-23 08:31:00,12.75,13339,United Kingdom,False
536609,84029E,RED WOOLLY HOTTIE WHITE HEART.,6,2010-12-02 09:41:00,3.39,17850,United Kingdom,False
548192,22697,GREEN REGENCY TEACUP AND SAUCER,1,2011-03-29 15:22:00,2.95,17364,United Kingdom,False
541827,22247,BUNNY DECORATION MAGIC GARDEN,4,2011-01-21 17:05:00,0.79,,United Kingdom,False
551791,22607,WOODEN ROUNDERS GARDEN SET,10,2011-05-04 11:26:00,8.5,13220,United Kingdom,False
